Student_ID,Session_ID,Timestamp,Activity_Type,Outcome
50,233,2024-01-01 11:07:00,Request Hint,Success
50,14,2024-01-01 12:40:00,Request Hint,Success
50,163,2024-01-01 14:04:00,Watch Video,Failure
50,160,2024-01-01 14:25:00,Attempt Quiz,Completed
50,243,2024-01-01 15:17:00,Watch Video,Completed
50,215,2024-01-01 17:59:00,Attempt Quiz,Completed
50,68,2024-01-01 18:26:00,Request Hint,In Progress
50,164,2024-01-01 22:42:00,Request Hint,Completed
50,47,2024-01-02 04:33:00,Attempt Quiz,In Progress
50,116,2024-01-02 07:02:00,Submit Assignment,In Progress
50,1,2024-01-02 08:26:00,Forum Discussion,Success
51,3,2024-01-01 00:41:00,Submit Assignment,In Progress
51,14,2024-01-01 00:45:00,Read Material,Failure
51,119,2024-01-01 02:37:00,Read Material,Failure
51,287,2024-01-01 03:24:00,Forum Discussion,Success
51,254,2024-01-01 05:45:00,Watch Video,Success
51,180,2024-01-01 07:18:00,Attempt Quiz,Failure
51,267,2024-01-01 08:23:00,Read Material,In Progress
51,160,2024-01-01 09:13:00,Submit Assignment,Success
51,295,2024-01-01 13:48:00,Read Material,Failure
51,196,2024-01-01 14:20:00,Submit Assignment,In Progress
51,154,2024-01-01 14:31:00,Forum Discussion,Failure
51,161,2024-01-01 14:40:00,Submit Assignment,Failure
51,32,2024-01-01 15:19:00,Request Hint,Success
51,191,2024-01-01 17:26:00,Forum Discussion,Completed
51,117,2024-01-01 17:34:00,Read Material,In Progress
51,157,2024-01-01 19:04:00,Attempt Quiz,In Progress
51,214,2024-01-01 19:17:00,Attempt Quiz,Completed
51,210,2024-01-01 19:19:00,Read Material,In Progress
51,283,2024-01-01 19:24:00,Request Hint,Failure
51,84,2024-01-01 20:42:00,Forum Discussion,Success
51,148,2024-01-01 21:29:00,Watch Video,Failure
51,274,2024-01-01 22:02:00,Request Hint,Success
51,125,2024-01-01 22:24:00,Submit Assignment,Completed
51,184,2024-01-01 22:55:00,Forum Discussion,In Progress
51,231,2024-01-02 00:50:00,Forum Discussion,Completed
51,294,2024-01-02 01:35:00,Attempt Quiz,Completed
51,4,2024-01-02 07:19:00,Forum Discussion,In Progress
51,272,2024-01-02 09:16:00,Forum Discussion,Failure
52,76,2024-01-01 00:00:00,Request Hint,Failure
52,245,2024-01-01 02:40:00,Submit Assignment,Failure
52,73,2024-01-01 03:32:00,Read Material,Success
52,89,2024-01-01 03:35:00,Attempt Quiz,Failure
52,275,2024-01-01 04:29:00,Request Hint,Failure
52,49,2024-01-01 07:28:00,Read Material,Success
52,266,2024-01-01 07:47:00,Request Hint,Completed
52,62,2024-01-01 08:49:00,Watch Video,In Progress
52,78,2024-01-01 10:29:00,Forum Discussion,In Progress
52,266,2024-01-01 10:36:00,Attempt Quiz,Failure
52,21,2024-01-01 14:34:00,Read Material,Completed
52,85,2024-01-01 15:56:00,Submit Assignment,Failure
52,134,2024-01-01 16:47:00,Submit Assignment,Failure
52,192,2024-01-01 19:54:00,Forum Discussion,Failure
52,195,2024-01-01 21:10:00,Forum Discussion,Failure
52,294,2024-01-01 21:34:00,Watch Video,Failure
52,90,2024-01-02 04:07:00,Request Hint,In Progress
52,271,2024-01-02 07:10:00,Read Material,Failure
53,116,2024-01-01 00:15:00,Read Material,Completed
53,119,2024-01-01 00:57:00,Read Material,In Progress
53,40,2024-01-01 01:38:00,Forum Discussion,Success
53,65,2024-01-01 03:53:00,Forum Discussion,Failure
53,27,2024-01-01 06:17:00,Forum Discussion,In Progress
53,134,2024-01-01 07:36:00,Submit Assignment,Completed
53,140,2024-01-01 10:39:00,Submit Assignment,Success
53,288,2024-01-01 10:44:00,Request Hint,In Progress
53,245,2024-01-01 13:36:00,Forum Discussion,Failure
53,69,2024-01-01 13:38:00,Request Hint,In Progress
53,17,2024-01-01 14:55:00,Attempt Quiz,Failure
53,277,2024-01-01 16:56:00,Submit Assignment,Success
53,262,2024-01-01 19:16:00,Read Material,Completed
53,30,2024-01-01 21:07:00,Watch Video,Failure
53,152,2024-01-01 23:45:00,Submit Assignment,Completed
53,234,2024-01-02 00:36:00,Submit Assignment,Failure
53,53,2024-01-02 00:51:00,Request Hint,In Progress
53,16,2024-01-02 03:43:00,Forum Discussion,In Progress
53,101,2024-01-02 05:51:00,Read Material,In Progress
53,265,2024-01-02 06:07:00,Request Hint,Failure
53,194,2024-01-02 08:21:00,Watch Video,Failure
53,73,2024-01-02 08:32:00,Forum Discussion,Completed
54,24,2024-01-01 01:14:00,Request Hint,Success
54,4,2024-01-01 01:16:00,Forum Discussion,Completed
54,19,2024-01-01 03:46:00,Submit Assignment,Failure
54,220,2024-01-01 05:04:00,Read Material,Failure
54,152,2024-01-01 05:20:00,Read Material,Completed
54,258,2024-01-01 05:46:00,Watch Video,In Progress
54,258,2024-01-01 06:31:00,Read Material,Success
54,291,2024-01-01 07:32:00,Submit Assignment,Failure
54,283,2024-01-01 11:28:00,Read Material,Failure
54,186,2024-01-01 12:19:00,Request Hint,In Progress
54,106,2024-01-01 14:02:00,Attempt Quiz,Completed
54,120,2024-01-01 14:07:00,Request Hint,Completed
54,49,2024-01-01 20:55:00,Watch Video,In Progress
54,284,2024-01-01 21:00:00,Attempt Quiz,Failure
54,275,2024-01-01 21:30:00,Submit Assignment,Success
54,246,2024-01-01 22:53:00,Forum Discussion,Failure
54,102,2024-01-01 23:09:00,Submit Assignment,Completed
54,118,2024-01-02 00:48:00,Attempt Quiz,Completed
54,23,2024-01-02 01:03:00,Forum Discussion,Failure
54,28,2024-01-02 04:14:00,Request Hint,Completed
54,181,2024-01-02 04:24:00,Submit Assignment,Completed
55,127,2024-01-01 00:42:00,Watch Video,Success
55,102,2024-01-01 04:00:00,Request Hint,Failure
55,276,2024-01-01 07:45:00,Attempt Quiz,Completed
55,25,2024-01-01 07:57:00,Watch Video,Failure
55,43,2024-01-01 10:04:00,Attempt Quiz,Success
55,50,2024-01-01 13:28:00,Watch Video,Success
55,2,2024-01-01 15:01:00,Attempt Quiz,Completed
55,273,2024-01-01 17:09:00,Submit Assignment,Failure
55,90,2024-01-01 19:39:00,Watch Video,Success
55,277,2024-01-01 21:01:00,Watch Video,Success
55,104,2024-01-01 22:30:00,Request Hint,Failure
55,5,2024-01-01 22:39:00,Attempt Quiz,Success
55,192,2024-01-01 23:13:00,Request Hint,Success
55,74,2024-01-02 01:05:00,Request Hint,Failure
55,162,2024-01-02 01:47:00,Submit Assignment,In Progress
55,227,2024-01-02 02:50:00,Watch Video,Completed
55,280,2024-01-02 03:04:00,Request Hint,Completed
56,77,2024-01-01 03:40:00,Read Material,Failure
56,110,2024-01-01 04:02:00,Watch Video,Success
56,72,2024-01-01 11:52:00,Forum Discussion,Success
56,113,2024-01-01 13:05:00,Submit Assignment,In Progress
56,81,2024-01-01 14:46:00,Forum Discussion,Failure
56,167,2024-01-01 15:09:00,Submit Assignment,In Progress
56,167,2024-01-01 15:45:00,Watch Video,Failure
56,47,2024-01-01 15:59:00,Read Material,Success
56,129,2024-01-01 16:11:00,Request Hint,Failure
56,226,2024-01-01 16:52:00,Attempt Quiz,Success
56,267,2024-01-01 19:55:00,Forum Discussion,Failure
56,201,2024-01-01 22:03:00,Forum Discussion,Completed
56,148,2024-01-02 01:09:00,Submit Assignment,In Progress
56,104,2024-01-02 03:23:00,Forum Discussion,In Progress
56,104,2024-01-02 03:57:00,Submit Assignment,Failure
56,122,2024-01-02 04:48:00,Request Hint,Failure
56,273,2024-01-02 05:30:00,Submit Assignment,Completed
56,185,2024-01-02 07:47:00,Attempt Quiz,Success
57,178,2024-01-01 02:59:00,Read Material,Success
57,136,2024-01-01 04:37:00,Request Hint,Failure
57,121,2024-01-01 07:00:00,Request Hint,Success
57,253,2024-01-01 08:25:00,Forum Discussion,In Progress
57,181,2024-01-01 10:42:00,Attempt Quiz,Completed
57,121,2024-01-01 12:11:00,Request Hint,Failure
57,20,2024-01-01 12:23:00,Attempt Quiz,Success
57,205,2024-01-01 14:11:00,Request Hint,In Progress
57,129,2024-01-01 16:24:00,Read Material,Completed
57,4,2024-01-01 17:28:00,Watch Video,Completed
57,190,2024-01-01 19:36:00,Read Material,In Progress
57,223,2024-01-01 20:57:00,Submit Assignment,In Progress
57,156,2024-01-01 21:11:00,Request Hint,In Progress
57,267,2024-01-01 22:47:00,Submit Assignment,In Progress
57,61,2024-01-02 00:29:00,Submit Assignment,Completed
57,137,2024-01-02 01:46:00,Request Hint,Success
57,272,2024-01-02 03:21:00,Request Hint,In Progress
57,17,2024-01-02 04:17:00,Read Material,Completed
57,59,2024-01-02 07:57:00,Attempt Quiz,Failure
58,9,2024-01-01 00:26:00,Forum Discussion,Success
58,169,2024-01-01 03:34:00,Forum Discussion,Completed
58,102,2024-01-01 06:32:00,Attempt Quiz,Completed
58,154,2024-01-01 07:20:00,Forum Discussion,In Progress
58,101,2024-01-01 07:24:00,Request Hint,Success
58,244,2024-01-01 07:25:00,Request Hint,Failure
58,238,2024-01-01 07:56:00,Attempt Quiz,Success
58,288,2024-01-01 08:05:00,Read Material,Failure
58,92,2024-01-01 08:53:00,Watch Video,In Progress
58,60,2024-01-01 09:41:00,Submit Assignment,In Progress
58,226,2024-01-01 10:46:00,Submit Assignment,In Progress
58,174,2024-01-01 10:59:00,Request Hint,In Progress
58,118,2024-01-01 11:39:00,Forum Discussion,In Progress
58,104,2024-01-01 11:56:00,Attempt Quiz,Success
58,4,2024-01-01 12:38:00,Forum Discussion,Failure
58,136,2024-01-02 00:07:00,Submit Assignment,Failure
58,59,2024-01-02 05:28:00,Watch Video,In Progress
58,101,2024-01-02 06:01:00,Request Hint,In Progress
58,181,2024-01-02 07:21:00,Request Hint,Completed
58,162,2024-01-02 08:01:00,Forum Discussion,Failure
59,204,2024-01-01 00:31:00,Request Hint,Completed
59,126,2024-01-01 02:52:00,Watch Video,Completed
59,90,2024-01-01 03:28:00,Attempt Quiz,In Progress
59,98,2024-01-01 03:42:00,Submit Assignment,Failure
59,300,2024-01-01 04:14:00,Request Hint,In Progress
59,117,2024-01-01 04:20:00,Read Material,Completed
59,160,2024-01-01 05:40:00,Forum Discussion,Success
59,51,2024-01-01 10:16:00,Attempt Quiz,Success
59,198,2024-01-01 13:19:00,Submit Assignment,Failure
59,220,2024-01-01 16:10:00,Read Material,Failure
59,216,2024-01-01 16:51:00,Read Material,Completed
59,131,2024-01-01 16:53:00,Attempt Quiz,Failure
59,47,2024-01-01 21:28:00,Attempt Quiz,Failure
59,246,2024-01-01 22:51:00,Watch Video,Failure
59,264,2024-01-01 23:53:00,Submit Assignment,In Progress
59,214,2024-01-02 01:00:00,Forum Discussion,In Progress
59,139,2024-01-02 01:41:00,Read Material,Success
59,11,2024-01-02 02:07:00,Watch Video,Completed
59,100,2024-01-02 02:27:00,Forum Discussion,In Progress
59,162,2024-01-02 02:36:00,Watch Video,In Progress
59,225,2024-01-02 03:51:00,Read Material,Failure
59,119,2024-01-02 04:09:00,Forum Discussion,Failure
59,108,2024-01-02 05:04:00,Request Hint,Success
59,242,2024-01-02 05:44:00,Watch Video,Completed
59,93,2024-01-02 05:45:00,Attempt Quiz,Failure
59,213,2024-01-02 07:53:00,Request Hint,Failure
60,122,2024-01-01 00:22:00,Forum Discussion,Success
60,84,2024-01-01 00:34:00,Request Hint,Completed
60,55,2024-01-01 00:53:00,Watch Video,In Progress
60,82,2024-01-01 01:01:00,Request Hint,Success
60,8,2024-01-01 01:42:00,Read Material,Failure
60,74,2024-01-01 04:48:00,Watch Video,Success
60,264,2024-01-01 06:20:00,Submit Assignment,Completed
60,5,2024-01-01 06:58:00,Read Material,In Progress
60,158,2024-01-01 07:33:00,Submit Assignment,In Progress
60,67,2024-01-01 07:37:00,Attempt Quiz,In Progress
60,221,2024-01-01 12:39:00,Request Hint,Completed
60,196,2024-01-01 18:25:00,Read Material,Failure
60,158,2024-01-01 18:38:00,Watch Video,Success
60,255,2024-01-01 18:44:00,Read Material,Failure
60,285,2024-01-01 20:31:00,Watch Video,Completed
60,225,2024-01-01 23:26:00,Watch Video,In Progress
60,3,2024-01-02 02:42:00,Request Hint,Completed
60,48,2024-01-02 05:16:00,Forum Discussion,Failure
60,252,2024-01-02 05:57:00,Request Hint,In Progress
60,116,2024-01-02 06:27:00,Watch Video,Completed
60,193,2024-01-02 06:40:00,Submit Assignment,Success
60,217,2024-01-02 08:16:00,Submit Assignment,Success
60,70,2024-01-02 08:34:00,Watch Video,In Progress
60,128,2024-01-02 08:49:00,Forum Discussion,Completed
61,86,2024-01-01 00:04:00,Request Hint,Success
61,60,2024-01-01 05:23:00,Submit Assignment,Completed
61,68,2024-01-01 05:58:00,Forum Discussion,Failure
61,160,2024-01-01 08:13:00,Watch Video,In Progress
61,173,2024-01-01 09:12:00,Forum Discussion,Failure
61,38,2024-01-01 10:21:00,Attempt Quiz,Success
61,213,2024-01-01 11:27:00,Attempt Quiz,Failure
61,295,2024-01-01 11:43:00,Forum Discussion,Success
61,66,2024-01-01 12:01:00,Submit Assignment,Success
61,49,2024-01-01 15:18:00,Read Material,Success
61,232,2024-01-01 15:26:00,Read Material,Failure
61,197,2024-01-01 15:49:00,Watch Video,Failure
61,125,2024-01-01 21:54:00,Submit Assignment,Completed
61,204,2024-01-02 01:27:00,Watch Video,In Progress
61,65,2024-01-02 01:43:00,Attempt Quiz,In Progress
61,45,2024-01-02 03:53:00,Forum Discussion,In Progress
61,188,2024-01-02 04:31:00,Attempt Quiz,In Progress
61,139,2024-01-02 08:05:00,Forum Discussion,Completed
62,7,2024-01-01 00:37:00,Attempt Quiz,Completed
62,84,2024-01-01 00:38:00,Forum Discussion,Completed
62,22,2024-01-01 00:40:00,Request Hint,Failure
62,250,2024-01-01 01:24:00,Attempt Quiz,Success
62,125,2024-01-01 01:33:00,Forum Discussion,In Progress
62,133,2024-01-01 02:13:00,Request Hint,In Progress
62,184,2024-01-01 02:58:00,Read Material,Completed
62,264,2024-01-01 03:06:00,Watch Video,In Progress
62,175,2024-01-01 03:10:00,Read Material,Completed
62,218,2024-01-01 03:14:00,Watch Video,In Progress
62,289,2024-01-01 03:21:00,Forum Discussion,In Progress
62,161,2024-01-01 03:33:00,Submit Assignment,Failure
62,262,2024-01-01 07:22:00,Request Hint,Success
62,25,2024-01-01 08:00:00,Read Material,Failure
62,263,2024-01-01 08:32:00,Request Hint,Completed
62,101,2024-01-01 10:00:00,Forum Discussion,Success
62,232,2024-01-01 10:11:00,Attempt Quiz,Success
62,136,2024-01-01 11:49:00,Attempt Quiz,Success
62,297,2024-01-01 13:52:00,Watch Video,Success
62,41,2024-01-01 17:04:00,Attempt Quiz,Completed
62,75,2024-01-01 17:05:00,Forum Discussion,Completed
62,67,2024-01-01 17:27:00,Attempt Quiz,Completed
62,41,2024-01-01 18:24:00,Submit Assignment,In Progress
62,76,2024-01-01 18:53:00,Watch Video,Failure
62,243,2024-01-01 20:27:00,Read Material,Failure
62,77,2024-01-01 22:05:00,Attempt Quiz,Success
62,215,2024-01-02 00:44:00,Request Hint,In Progress
62,191,2024-01-02 01:16:00,Forum Discussion,Completed
62,83,2024-01-02 01:50:00,Watch Video,In Progress
62,230,2024-01-02 03:18:00,Forum Discussion,Failure
62,156,2024-01-02 03:20:00,Submit Assignment,Completed
62,55,2024-01-02 03:38:00,Request Hint,Success
62,205,2024-01-02 04:02:00,Attempt Quiz,Completed
62,174,2024-01-02 04:35:00,Forum Discussion,Completed
62,108,2024-01-02 05:26:00,Watch Video,Completed
63,20,2024-01-01 01:18:00,Watch Video,Completed
63,130,2024-01-01 01:55:00,Read Material,Failure
63,35,2024-01-01 02:38:00,Request Hint,Failure
63,200,2024-01-01 06:22:00,Read Material,Failure
63,258,2024-01-01 07:16:00,Read Material,Success
63,196,2024-01-01 07:21:00,Forum Discussion,In Progress
63,95,2024-01-01 07:53:00,Attempt Quiz,In Progress
63,254,2024-01-01 08:15:00,Read Material,Completed
63,186,2024-01-01 11:50:00,Attempt Quiz,In Progress
63,24,2024-01-01 12:47:00,Submit Assignment,Success
63,148,2024-01-01 13:16:00,Read Material,Success
63,142,2024-01-01 14:32:00,Request Hint,Success
63,89,2024-01-01 15:47:00,Forum Discussion,In Progress
63,124,2024-01-01 18:11:00,Watch Video,Success
63,260,2024-01-01 19:08:00,Submit Assignment,In Progress
63,294,2024-01-01 20:59:00,Read Material,Failure
63,23,2024-01-01 21:15:00,Request Hint,Completed
63,113,2024-01-01 21:40:00,Submit Assignment,Success
63,122,2024-01-01 21:53:00,Request Hint,In Progress
63,111,2024-01-01 22:25:00,Attempt Quiz,Failure
63,195,2024-01-02 03:58:00,Attempt Quiz,Failure
63,288,2024-01-02 04:13:00,Attempt Quiz,Failure
63,171,2024-01-02 05:54:00,Read Material,Success
63,41,2024-01-02 06:38:00,Read Material,Completed
63,43,2024-01-02 08:50:00,Submit Assignment,In Progress
64,174,2024-01-01 00:21:00,Read Material,In Progress
64,297,2024-01-01 00:43:00,Watch Video,Completed
64,280,2024-01-01 05:55:00,Forum Discussion,Completed
64,167,2024-01-01 06:03:00,Read Material,In Progress
64,43,2024-01-01 08:14:00,Request Hint,Success
64,247,2024-01-01 09:51:00,Submit Assignment,Completed
64,55,2024-01-01 12:45:00,Watch Video,Failure
64,7,2024-01-01 14:22:00,Read Material,Completed
64,275,2024-01-01 16:19:00,Read Material,Failure
64,60,2024-01-01 16:49:00,Forum Discussion,Completed
64,190,2024-01-01 17:50:00,Attempt Quiz,Failure
64,16,2024-01-01 18:36:00,Submit Assignment,Failure
64,268,2024-01-01 18:39:00,Forum Discussion,Success
64,109,2024-01-01 19:27:00,Watch Video,Failure
64,55,2024-01-02 00:46:00,Read Material,Completed
64,181,2024-01-02 06:28:00,Attempt Quiz,Completed
64,109,2024-01-02 06:52:00,Forum Discussion,Success
64,221,2024-01-02 07:04:00,Request Hint,Success
64,214,2024-01-02 08:07:00,Forum Discussion,In Progress
64,251,2024-01-02 08:30:00,Forum Discussion,Failure
64,247,2024-01-02 08:56:00,Watch Video,Success
64,147,2024-01-02 09:03:00,Watch Video,Completed
65,14,2024-01-01 01:47:00,Attempt Quiz,Success
65,107,2024-01-01 02:21:00,Read Material,Failure
65,231,2024-01-01 07:04:00,Forum Discussion,Success
65,256,2024-01-01 09:17:00,Request Hint,In Progress
65,224,2024-01-01 11:16:00,Attempt Quiz,In Progress
65,113,2024-01-01 13:09:00,Attempt Quiz,In Progress
65,182,2024-01-01 13:53:00,Attempt Quiz,In Progress
65,270,2024-01-01 14:06:00,Read Material,In Progress
65,251,2024-01-01 18:10:00,Request Hint,Success
65,117,2024-01-01 22:46:00,Watch Video,Completed
65,221,2024-01-02 00:49:00,Forum Discussion,In Progress
65,187,2024-01-02 03:29:00,Request Hint,In Progress
65,12,2024-01-02 03:42:00,Forum Discussion,In Progress
65,132,2024-01-02 06:58:00,Attempt Quiz,Failure
66,185,2024-01-01 02:55:00,Read Material,Completed
66,50,2024-01-01 05:19:00,Forum Discussion,In Progress
66,36,2024-01-01 06:40:00,Attempt Quiz,Failure
66,114,2024-01-01 07:13:00,Submit Assignment,Success
66,149,2024-01-01 11:09:00,Read Material,In Progress
66,228,2024-01-01 13:03:00,Request Hint,Success
66,250,2024-01-01 14:18:00,Forum Discussion,Success
66,98,2024-01-01 14:56:00,Watch Video,In Progress
66,156,2024-01-01 17:18:00,Watch Video,Failure
66,294,2024-01-01 17:29:00,Request Hint,Failure
66,72,2024-01-01 19:14:00,Submit Assignment,In Progress
66,106,2024-01-01 19:43:00,Read Material,Completed
66,300,2024-01-01 22:20:00,Read Material,Failure
66,25,2024-01-02 00:01:00,Forum Discussion,Success
66,264,2024-01-02 01:20:00,Submit Assignment,Failure
66,102,2024-01-02 03:03:00,Submit Assignment,Success
66,163,2024-01-02 06:19:00,Forum Discussion,Completed
67,203,2024-01-01 04:24:00,Submit Assignment,Completed
67,119,2024-01-01 05:35:00,Forum Discussion,Failure
67,259,2024-01-01 06:27:00,Read Material,In Progress
67,209,2024-01-01 06:33:00,Watch Video,Completed
67,287,2024-01-01 08:19:00,Request Hint,Completed
67,191,2024-01-01 09:16:00,Submit Assignment,Failure
67,189,2024-01-01 11:35:00,Request Hint,Success
67,76,2024-01-01 15:11:00,Request Hint,Success
67,59,2024-01-01 15:13:00,Request Hint,Success
67,128,2024-01-01 16:36:00,Read Material,Failure
67,262,2024-01-01 19:22:00,Forum Discussion,Failure
67,173,2024-01-01 22:48:00,Read Material,Failure
67,5,2024-01-01 22:54:00,Watch Video,Success
67,22,2024-01-01 23:35:00,Request Hint,Success
67,277,2024-01-02 04:49:00,Forum Discussion,In Progress
67,86,2024-01-02 04:53:00,Attempt Quiz,Success
67,125,2024-01-02 05:29:00,Attempt Quiz,Completed
67,112,2024-01-02 07:45:00,Request Hint,Failure
68,291,2024-01-01 03:59:00,Submit Assignment,Success
68,164,2024-01-01 05:27:00,Read Material,Failure
68,14,2024-01-01 07:39:00,Submit Assignment,Completed
68,130,2024-01-01 09:40:00,Submit Assignment,Completed
68,59,2024-01-01 16:34:00,Attempt Quiz,Success
68,115,2024-01-01 17:40:00,Request Hint,In Progress
68,245,2024-01-01 19:41:00,Read Material,Completed
68,108,2024-01-01 20:02:00,Watch Video,Success
68,210,2024-01-01 20:35:00,Attempt Quiz,Success
68,250,2024-01-01 23:07:00,Submit Assignment,Completed
68,153,2024-01-02 03:36:00,Attempt Quiz,Success
68,160,2024-01-02 03:49:00,Forum Discussion,Success
68,226,2024-01-02 04:44:00,Read Material,Success
68,256,2024-01-02 06:46:00,Attempt Quiz,In Progress
68,76,2024-01-02 06:50:00,Attempt Quiz,In Progress
69,282,2024-01-01 04:06:00,Read Material,Failure
69,298,2024-01-01 04:53:00,Submit Assignment,Success
69,19,2024-01-01 05:57:00,Attempt Quiz,Success
69,130,2024-01-01 08:16:00,Attempt Quiz,Failure
69,149,2024-01-01 08:29:00,Attempt Quiz,Success
69,80,2024-01-01 08:33:00,Watch Video,Completed
69,63,2024-01-01 08:46:00,Read Material,Failure
69,86,2024-01-01 08:56:00,Read Material,Success
69,217,2024-01-01 10:32:00,Read Material,Completed
69,192,2024-01-01 13:00:00,Watch Video,Success
69,254,2024-01-01 13:32:00,Forum Discussion,Failure
69,169,2024-01-01 14:52:00,Read Material,Completed
69,222,2024-01-01 18:23:00,Watch Video,Success
69,174,2024-01-01 20:13:00,Submit Assignment,In Progress
69,189,2024-01-01 23:31:00,Watch Video,Failure
69,52,2024-01-02 01:08:00,Watch Video,Failure
69,139,2024-01-02 05:20:00,Submit Assignment,Failure
69,287,2024-01-02 07:58:00,Request Hint,Success
70,26,2024-01-01 03:17:00,Attempt Quiz,Failure
70,93,2024-01-01 03:57:00,Request Hint,Completed
70,221,2024-01-01 04:08:00,Request Hint,Completed
70,228,2024-01-01 04:15:00,Read Material,Failure
70,166,2024-01-01 07:30:00,Watch Video,Completed
70,269,2024-01-01 11:24:00,Request Hint,Failure
70,214,2024-01-01 15:29:00,Watch Video,Success
70,76,2024-01-01 16:54:00,Attempt Quiz,Success
70,218,2024-01-01 16:59:00,Attempt Quiz,Completed
70,190,2024-01-01 17:00:00,Request Hint,Failure
70,207,2024-01-01 17:38:00,Request Hint,Failure
70,61,2024-01-01 19:20:00,Request Hint,Failure
70,64,2024-01-01 21:35:00,Forum Discussion,In Progress
70,164,2024-01-02 00:13:00,Request Hint,Success
70,175,2024-01-02 02:00:00,Attempt Quiz,In Progress
70,59,2024-01-02 03:55:00,Watch Video,Failure
70,68,2024-01-02 05:14:00,Request Hint,Failure
70,114,2024-01-02 06:31:00,Read Material,Success
71,211,2024-01-01 01:02:00,Read Material,Completed
71,293,2024-01-01 01:49:00,Watch Video,Completed
71,299,2024-01-01 02:51:00,Watch Video,Failure
71,141,2024-01-01 04:28:00,Watch Video,In Progress
71,136,2024-01-01 10:25:00,Request Hint,Completed
71,86,2024-01-01 11:19:00,Attempt Quiz,Success
71,126,2024-01-01 21:33:00,Forum Discussion,Failure
71,155,2024-01-01 21:46:00,Submit Assignment,Completed
71,170,2024-01-01 21:56:00,Watch Video,Success
71,144,2024-01-02 00:37:00,Attempt Quiz,Failure
71,140,2024-01-02 02:14:00,Forum Discussion,In Progress
71,4,2024-01-02 04:06:00,Read Material,Success
71,154,2024-01-02 06:34:00,Request Hint,Success
71,167,2024-01-02 08:27:00,Attempt Quiz,Success
71,109,2024-01-02 08:42:00,Read Material,In Progress
72,80,2024-01-01 00:03:00,Read Material,Success
72,243,2024-01-01 01:30:00,Request Hint,In Progress
72,118,2024-01-01 02:07:00,Read Material,Completed
72,136,2024-01-01 03:18:00,Request Hint,In Progress
72,10,2024-01-01 05:08:00,Attempt Quiz,Success
72,30,2024-01-01 11:42:00,Submit Assignment,Failure
72,202,2024-01-01 12:29:00,Attempt Quiz,Success
72,84,2024-01-01 13:58:00,Read Material,Failure
72,267,2024-01-01 18:41:00,Forum Discussion,Completed
72,232,2024-01-01 19:00:00,Watch Video,In Progress
72,136,2024-01-01 19:25:00,Request Hint,In Progress
72,161,2024-01-01 20:19:00,Submit Assignment,Success
72,201,2024-01-01 20:38:00,Request Hint,Failure
72,149,2024-01-01 22:52:00,Read Material,Success
72,23,2024-01-02 02:01:00,Request Hint,Completed
72,229,2024-01-02 02:26:00,Submit Assignment,Failure
72,133,2024-01-02 04:10:00,Forum Discussion,Completed
72,11,2024-01-02 05:09:00,Attempt Quiz,In Progress
72,191,2024-01-02 08:15:00,Watch Video,In Progress
72,162,2024-01-02 08:54:00,Request Hint,Success
72,193,2024-01-02 08:59:00,Watch Video,Success
73,12,2024-01-01 00:48:00,Submit Assignment,Failure
73,195,2024-01-01 02:06:00,Forum Discussion,In Progress
73,293,2024-01-01 04:13:00,Request Hint,Completed
73,284,2024-01-01 09:49:00,Forum Discussion,Success
73,158,2024-01-01 12:49:00,Forum Discussion,Success
73,126,2024-01-01 13:46:00,Submit Assignment,Failure
73,97,2024-01-01 15:41:00,Read Material,Completed
73,121,2024-01-01 18:12:00,Watch Video,In Progress
73,122,2024-01-01 21:06:00,Forum Discussion,Success
73,1,2024-01-02 00:03:00,Watch Video,Failure
73,205,2024-01-02 01:18:00,Read Material,Success
73,12,2024-01-02 01:21:00,Attempt Quiz,Failure
73,119,2024-01-02 01:22:00,Submit Assignment,Failure
73,43,2024-01-02 03:45:00,Read Material,Success
73,161,2024-01-02 04:43:00,Submit Assignment,Completed
74,105,2024-01-01 01:23:00,Request Hint,In Progress
74,282,2024-01-01 09:20:00,Forum Discussion,Completed
74,192,2024-01-01 09:36:00,Read Material,Completed
74,288,2024-01-01 10:58:00,Watch Video,Failure
74,88,2024-01-01 11:31:00,Watch Video,Success
74,154,2024-01-01 12:26:00,Attempt Quiz,Success
74,74,2024-01-01 13:40:00,Forum Discussion,Completed
74,192,2024-01-01 13:41:00,Read Material,In Progress
74,61,2024-01-01 14:48:00,Forum Discussion,Failure
74,12,2024-01-01 16:22:00,Submit Assignment,Completed
74,37,2024-01-01 19:46:00,Read Material,Failure
74,177,2024-01-01 20:16:00,Attempt Quiz,In Progress
74,288,2024-01-01 21:09:00,Submit Assignment,In Progress
74,250,2024-01-01 22:34:00,Read Material,Failure
74,219,2024-01-01 23:17:00,Forum Discussion,Completed
74,163,2024-01-01 23:51:00,Request Hint,Failure
74,147,2024-01-02 01:45:00,Read Material,Success
74,278,2024-01-02 04:15:00,Attempt Quiz,Success
74,116,2024-01-02 06:35:00,Attempt Quiz,Failure
75,202,2024-01-01 00:08:00,Submit Assignment,Completed
75,242,2024-01-01 00:09:00,Attempt Quiz,Failure
75,157,2024-01-01 03:07:00,Attempt Quiz,Success
75,267,2024-01-01 04:01:00,Watch Video,In Progress
75,271,2024-01-01 05:07:00,Submit Assignment,Failure
